weather_id,airport_code,weather_date,temperature_celsius,wind_speed_kmph,visibility_km,storm_flag,precipitation_mm
W00003788,HKG,2026-01-08,15.0,35.8,13.1,false,6.0
W00003789,HKG,2026-01-09,13.1,29.6,17.6,false,4.4
W00003790,HKG,2026-01-10,19.9,53.0,9.1,false,5.3
W00003791,HKG,2026-01-11,26.3,49.6,12.9,false,5.6
W00003792,HKG,2026-01-12,24.5,15.0,8.6,false,3.9
W00003793,HKG,2026-01-13,18.8,32.5,5.8,true,21.2
W00003794,HKG,2026-01-14,17.6,23.6,9.7,false,1.0
W00003795,HKG,2026-01-15,14.7,11.8,8.0,false,5.5
W00003796,HKG,2026-01-16,19.7,14.7,17.2,false,5.7
W00003797,HKG,2026-01-17,11.4,51.8,10.7,false,3.4
W00003798,HKG,2026-01-18,19.1,48.0,6.2,false,2.9
W00003799,HKG,2026-01-19,4.7,47.0,5.7,true,26.1
W00003800,HKG,2026-01-20,31.6,23.9,11.7,false,1.8
W00003801,HKG,2026-01-21,6.8,51.6,14.6,false,1.0
W00003802,HKG,2026-01-22,15.7,9.0,7.8,false,6.5
W00003803,HKG,2026-01-23,12.1,9.9,3.8,true,28.6
W00003804,HKG,2026-01-24,22.1,29.9,12.5,false,4.5
W00003805,HKG,2026-01-25,17.6,49.4,19.5,false,2.4
W00003806,HKG,2026-01-26,13.2,32.5,10.5,false,1.8
W00003807,HKG,2026-01-27,8.7,46.8,19.9,false,5.9
W00003808,HKG,2026-01-28,13.3,40.1,7.6,false,4.9
W00003809,HKG,2026-01-29,14.2,30.8,11.0,false,0.2
W00003810,HKG,2026-01-30,23.3,26.2,19.2,false,6.6
W00003811,HKG,2026-01-31,9.1,30.7,7.7,false,2.6
W00003812,HKG,2026-02-01,16.4,47.6,18.7,false,6.8
W00003813,HKG,2026-02-02,14.9,41.6,17.8,false,4.1
W00003814,HKG,2026-02-03,18.7,8.0,13.1,false,6.3
W00003815,HKG,2026-02-04,15.6,53.7,9.0,false,1.0
W00003816,HKG,2026-02-05,15.7,31.0,7.8,false,3.7
W00003817,HKG,2026-02-06,22.4,29.6,17.6,false,4.9
W00003818,HKG,2026-02-07,15.4,51.2,16.3,false,0.2
W00003819,HKG,2026-02-08,21.0,47.2,13.4,false,6.6
W00003820,HKG,2026-02-09,18.3,7.8,12.3,false,3.6
W00003821,HKG,2026-02-10,15.5,50.6,7.4,true,74.0
W00003822,HKG,2026-02-11,2.3,45.8,7.3,false,4.1
W00003823,HKG,2026-02-12,17.5,33.0,8.6,false,6.1
W00003824,HKG,2026-02-13,4.4,36.6,15.4,false,6.5
W00003825,HKG,2026-02-14,21.5,14.2,10.0,false,5.6
W00003826,HKG,2026-02-15,12.9,36.6,14.3,false,4.3
W00003827,HKG,2026-02-16,23.0,48.6,18.3,false,1.3
W00003828,HKG,2026-02-17,9.2,25.5,7.8,false,6.2
W00003829,HKG,2026-02-18,19.3,15.2,13.7,false,3.9
W00003830,HKG,2026-02-19,21.6,14.2,13.6,false,4.4
W00003831,HKG,2026-02-20,8.0,52.5,19.8,false,0.7
W00003832,HKG,2026-02-21,20.0,25.1,6.4,false,4.7
W00003833,HKG,2026-02-22,14.9,50.1,12.7,false,1.7
W00003834,HKG,2026-02-23,12.4,34.7,7.2,false,3.1
W00003835,HKG,2026-02-24,19.8,54.4,11.3,false,0.0
W00003836,HKG,2026-02-25,17.0,14.2,9.5,false,0.9
W00003837,HKG,2026-02-26,11.9,23.6,9.9,false,3.3
W00003838,HKG,2026-02-27,10.8,44.3,10.5,false,4.6
W00003839,HKG,2026-02-28,23.5,16.9,8.1,true,60.6
W00003840,HKG,2026-03-01,16.7,21.1,10.6,false,0.8
W00003841,HKG,2026-03-02,24.7,6.9,15.7,false,1.3
W00003842,HKG,2026-03-03,17.4,38.7,10.9,false,5.0
W00003843,HKG,2026-03-04,13.3,20.4,6.3,false,5.5
W00003844,HKG,2026-03-05,24.5,9.8,3.2,true,35.5
W00003845,HKG,2026-03-06,8.2,6.6,8.4,false,6.8
W00003846,HKG,2026-03-07,26.6,7.5,10.2,false,4.4
W00003847,HKG,2026-03-08,17.6,48.9,6.1,false,1.9
W00003848,HKG,2026-03-09,16.9,47.9,8.0,false,0.8
W00003849,HKG,2026-03-10,32.4,10.0,11.3,false,3.3
W00003850,HKG,2026-03-11,19.9,10.3,16.7,false,3.0
W00003851,HKG,2026-03-12,12.4,27.1,15.9,false,6.0
W00003852,HKG,2026-03-13,15.3,29.3,13.7,false,5.2
W00003853,HKG,2026-03-14,7.5,18.3,14.4,false,2.6
W00003854,HKG,2026-03-15,3.1,12.2,8.0,false,5.5
W00003855,HKG,2026-03-16,12.8,43.8,14.1,false,6.9
W00003856,HKG,2026-03-17,18.2,36.7,17.2,false,1.3
W00003857,HKG,2026-03-18,9.8,30.0,17.4,false,3.2
W00003858,HKG,2026-03-19,29.9,35.5,19.4,false,1.6
W00003859,HKG,2026-03-20,22.8,54.9,6.0,false,0.3
W00003860,HKG,2026-03-21,17.5,49.0,14.4,false,6.8
W00003861,HKG,2026-03-22,24.1,25.8,9.5,false,6.9
W00003862,HKG,2026-03-23,15.0,13.0,13.3,false,1.9
W00003863,HKG,2026-03-24,24.2,7.0,13.8,false,6.8
W00003864,HKG,2026-03-25,3.4,36.3,10.4,false,1.5
W00003865,HKG,2026-03-26,22.2,14.4,19.8,false,5.0
W00003866,HKG,2026-03-27,25.0,47.0,8.7,false,3.4
W00003867,HKG,2026-03-28,19.9,16.3,2.1,true,61.0
W00003868,HKG,2026-03-29,25.0,47.2,13.1,false,5.9
W00003869,HKG,2026-03-30,26.2,46.9,6.9,false,6.4
W00003870,HKG,2026-03-31,19.4,9.0,7.4,false,6.8
W00003871,HKG,2026-04-01,6.6,25.0,14.0,false,2.4
W00003872,HKG,2026-04-02,20.4,29.6,13.4,false,0.6
W00003873,HKG,2026-04-03,23.2,4.5,19.7,false,3.7
W00003874,HKG,2026-04-04,17.7,48.4,16.7,false,4.8
W00003875,HKG,2026-04-05,23.7,21.4,18.0,false,5.5
W00003876,HKG,2026-04-06,22.2,22.8,17.7,false,5.6
W00003877,HKG,2026-04-07,25.1,4.0,17.1,false,6.1
W00003878,HKG,2026-04-08,3.5,41.1,8.3,true,70.0
W00003879,HKG,2026-04-09,13.6,28.9,17.2,false,5.6
W00003880,HKG,2026-04-10,17.6,10.4,16.8,false,1.6
W00003881,HKG,2026-04-11,9.6,46.1,15.5,false,4.1
W00003882,HKG,2026-04-12,26.9,5.6,12.9,false,5.5
W00003883,HKG,2026-04-13,-1.2,4.6,9.3,false,5.8
W00003884,HKG,2026-04-14,24.8,48.6,10.4,false,4.3
W00003885,HKG,2026-04-15,1.3,7.3,13.2,false,5.8
W00003886,HKG,2026-04-16,7.1,16.8,11.3,false,0.1
W00003887,HKG,2026-04-17,14.5,24.7,13.0,false,3.7
W00003888,HKG,2026-04-18,15.9,29.7,9.8,false,5.9
W00003889,HKG,2026-04-19,9.4,18.7,11.9,false,0.5
W00003890,HKG,2026-04-20,32.8,4.0,13.3,false,5.7
W00003891,HKG,2026-04-21,14.5,6.1,6.9,false,2.6
W00003892,HKG,2026-04-22,10.1,49.2,9.7,false,4.5
W00003893,HKG,2026-04-23,15.9,19.0,13.9,false,1.8
W00003894,HKG,2026-04-24,25.8,3.1,13.8,false,1.4
W00003895,HKG,2026-04-25,19.9,29.5,17.0,false,2.3
W00003896,HKG,2026-04-26,27.0,12.7,15.7,false,2.4
W00003897,HKG,2026-04-27,21.4,38.9,19.3,false,1.6
W00003898,HKG,2026-04-28,20.8,13.4,14.3,false,5.5
W00003899,HKG,2026-04-29,19.2,45.2,8.3,false,1.1
W00003900,HKG,2026-04-30,12.6,36.8,19.6,false,3.9
W00003901,HKG,2026-05-01,22.8,40.0,9.6,false,4.1
W00003902,HKG,2026-05-02,25.2,53.4,8.7,false,4.1
W00003903,HKG,2026-05-03,29.7,40.0,13.9,false,6.4
W00003904,HKG,2026-05-04,19.3,34.8,12.0,false,5.2
W00003905,HKG,2026-05-05,16.1,24.8,8.0,false,5.6
W00003906,HKG,2026-05-06,9.7,14.4,13.2,false,3.5
W00003907,HKG,2026-05-07,9.1,38.5,19.6,false,4.1
W00003908,HKG,2026-05-08,25.2,41.1,16.4,false,2.0
W00003909,HKG,2026-05-09,15.2,24.6,17.9,false,3.4
W00003910,HKG,2026-05-10,25.6,24.5,15.7,false,6.0
W00003911,HKG,2026-05-11,22.9,25.8,8.2,false,4.8
W00003912,HKG,2026-05-12,26.8,13.1,12.7,false,6.6
W00003913,HKG,2026-05-13,25.0,40.2,7.3,false,4.7
W00003914,HKG,2026-05-14,14.3,14.0,19.6,false,1.3
W00003915,HKG,2026-05-15,33.0,48.6,7.7,false,6.3
W00003916,HKG,2026-05-16,22.5,18.5,18.8,false,4.7
W00003917,HKG,2026-05-17,26.4,12.2,6.6,false,0.1
W00003918,HKG,2026-05-18,13.2,47.4,10.6,false,0.5
W00003919,HKG,2026-05-19,15.7,35.8,1.4,true,57.6
W00003920,HKG,2026-05-20,38.2,13.7,20.0,false,3.1
W00003921,HKG,2026-05-21,9.4,36.8,19.0,false,6.5
W00003922,HKG,2026-05-22,22.0,35.0,14.4,false,3.5
W00003923,HKG,2026-05-23,10.8,12.4,9.9,false,5.8
W00003924,HKG,2026-05-24,19.3,41.7,12.6,false,0.6
W00003925,HKG,2026-05-25,16.0,46.0,18.2,false,0.2
W00003926,HKG,2026-05-26,17.5,7.6,14.0,false,0.7
W00003927,HKG,2026-05-27,23.5,28.0,10.4,false,5.9
W00003928,HKG,2026-05-28,20.0,9.2,14.5,false,2.4
W00003929,HKG,2026-05-29,22.9,19.3,12.7,false,7.0
W00003930,HKG,2026-05-30,24.8,33.5,14.7,false,5.9
W00003931,HKG,2026-05-31,29.8,54.9,19.3,false,3.0
W00003932,HKG,2026-06-01,8.5,22.6,19.0,false,1.8
W00003933,HKG,2026-06-02,26.9,49.3,19.1,false,5.4
W00003934,HKG,2026-06-03,19.5,46.3,11.5,false,5.6
W00003935,HKG,2026-06-04,29.5,5.8,2.5,true,8.9
W00003936,HKG,2026-06-05,17.9,33.6,9.4,true,21.8
W00003937,HKG,2026-06-06,18.6,16.9,8.4,false,3.4
W00003938,HKG,2026-06-07,9.4,46.9,11.0,false,6.8
W00003939,HKG,2026-06-08,14.6,16.7,8.8,false,6.1
W00003940,HKG,2026-06-09,18.4,19.8,15.7,false,6.5
W00003941,HKG,2026-06-10,23.3,43.9,17.5,false,1.9
W00003942,HKG,2026-06-11,8.8,51.5,15.2,false,6.3
W00003943,HKG,2026-06-12,28.1,38.7,4.4,true,64.7
W00003944,HKG,2026-06-13,7.8,29.6,11.1,false,3.9
W00003945,HKG,2026-06-14,15.1,9.9,14.2,false,6.9
W00003946,HKG,2026-06-15,7.5,22.5,6.8,false,1.6
W00003947,HKG,2026-06-16,23.0,35.1,18.9,false,4.3
W00003948,HKG,2026-06-17,17.1,3.4,8.0,false,1.5
W00003949,HKG,2026-06-18,28.5,42.4,16.4,false,4.3
W00003950,HKG,2026-06-19,18.9,13.0,7.2,false,6.3
W00003951,HKG,2026-06-20,11.6,30.4,15.8,false,6.1
W00003952,HKG,2026-06-21,18.7,45.8,12.5,false,1.6
W00003953,HKG,2026-06-22,17.5,37.0,12.8,false,1.3
W00003954,HKG,2026-06-23,-3.6,41.4,18.3,false,0.6
W00003955,HKG,2026-06-24,24.1,35.0,11.9,false,0.4
W00003956,HKG,2026-06-25,11.7,19.4,16.4,false,5.3
W00003957,HKG,2026-06-26,28.3,3.3,11.5,false,6.0
W00003958,HKG,2026-06-27,15.9,44.4,7.4,true,45.2
W00003959,HKG,2026-06-28,19.1,37.1,14.3,false,3.6
W00003960,HKG,2026-06-29,21.2,48.1,17.0,false,3.3
W00003961,NRT,2026-01-01,14.2,21.1,11.6,false,4.2
W00003962,NRT,2026-01-02,15.9,30.0,8.9,false,3.6
W00003963,NRT,2026-01-03,13.4,13.6,12.2,false,2.5
W00003964,NRT,2026-01-04,12.3,6.4,12.7,false,5.0
W00003965,NRT,2026-01-05,19.3,6.5,2.1,true,8.9
W00003966,NRT,2026-01-06,17.0,13.7,9.7,true,39.4
W00003967,NRT,2026-01-07,26.6,38.4,9.3,false,6.5
W00003968,NRT,2026-01-08,21.7,37.1,18.2,false,3.9
W00003969,NRT,2026-01-09,10.2,33.1,16.6,false,5.9
W00003970,NRT,2026-01-10,20.2,34.9,10.4,false,3.9
W00003971,NRT,2026-01-11,14.3,11.4,11.9,false,5.4
W00003972,NRT,2026-01-12,29.9,10.1,7.7,false,3.5
W00003973,NRT,2026-01-13,16.5,42.9,11.7,false,5.0
W00003974,NRT,2026-01-14,10.3,47.4,18.4,false,1.2
W00003975,NRT,2026-01-15,18.5,41.8,11.3,false,5.0
W00003976,NRT,2026-01-16,18.8,51.4,15.7,false,5.2
W00003977,NRT,2026-01-17,11.9,50.8,16.2,false,1.5
W00003978,NRT,2026-01-18,6.0,46.2,18.4,false,6.8
W00003979,NRT,2026-01-19,22.8,19.3,19.3,false,4.5
W00003980,NRT,2026-01-20,18.4,18.4,6.3,false,0.7
W00003981,NRT,2026-01-21,16.1,6.5,10.0,false,1.8
W00003982,NRT,2026-01-22,24.3,33.1,11.0,false,1.7
W00003983,NRT,2026-01-23,11.0,43.5,13.3,false,6.5
W00003984,NRT,2026-01-24,17.9,45.2,11.2,false,5.6
W00003985,NRT,2026-01-25,32.8,13.8,19.5,false,0.7
W00003986,NRT,2026-01-26,9.8,48.5,10.7,false,3.5
W00003987,NRT,2026-01-27,14.9,52.1,11.9,false,4.2
W00003988,NRT,2026-01-28,-1.0,15.4,14.2,false,5.9
W00003989,NRT,2026-01-29,17.5,32.4,8.1,true,20.5
W00003990,NRT,2026-01-30,16.8,33.4,10.6,false,1.5
W00003991,NRT,2026-01-31,21.2,12.0,12.6,false,3.3
W00003992,NRT,2026-02-01,1.7,37.8,17.3,false,3.6
W00003993,NRT,2026-02-02,20.3,38.7,15.5,false,3.0
W00003994,NRT,2026-02-03,24.4,21.0,14.5,false,4.3
W00003995,NRT,2026-02-04,22.1,42.7,8.2,false,3.3
W00003996,NRT,2026-02-05,13.9,31.8,16.7,false,6.8
W00003997,NRT,2026-02-06,15.4,34.1,4.9,true,54.2
W00003998,NRT,2026-02-07,25.9,39.4,17.1,false,0.5
W00003999,NRT,2026-02-08,18.2,48.6,17.6,false,4.2
W00004000,NRT,2026-02-09,21.0,30.8,17.5,false,1.9
W00004001,NRT,2026-02-10,17.4,13.3,7.7,true,53.6
W00004002,NRT,2026-02-11,20.2,33.8,14.7,false,4.0
W00004003,NRT,2026-02-12,16.0,6.6,5.0,true,72.3
W00004004,NRT,2026-02-13,13.8,38.0,8.1,false,0.8
W00004005,NRT,2026-02-14,19.9,35.2,8.1,false,5.0
W00004006,NRT,2026-02-15,14.8,8.2,19.7,false,3.3
W00004007,NRT,2026-02-16,24.6,21.8,6.9,false,1.2
W00004008,NRT,2026-02-17,6.1,34.1,13.6,false,0.8
W00004009,NRT,2026-02-18,23.0,38.9,9.4,false,3.2
W00004010,NRT,2026-02-19,15.1,13.6,7.7,false,0.2
W00004011,NRT,2026-02-20,13.5,48.6,10.8,false,3.8
W00004012,NRT,2026-02-21,5.6,52.0,15.2,false,6.5
W00004013,NRT,2026-02-22,9.9,33.7,17.1,false,2.1
W00004014,NRT,2026-02-23,15.5,12.9,13.6,false,6.8
W00004015,NRT,2026-02-24,26.6,23.6,10.5,false,6.9
W00004016,NRT,2026-02-25,16.0,13.8,12.4,false,0.5
W00004017,NRT,2026-02-26,10.4,9.5,17.7,false,5.9
W00004018,NRT,2026-02-27,9.1,7.1,15.7,false,4.4
W00004019,NRT,2026-02-28,22.1,51.3,10.6,false,4.4
W00004020,NRT,2026-03-01,23.6,45.0,19.3,false,6.8
W00004021,NRT,2026-03-02,20.1,44.0,16.6,false,2.8
W00004022,NRT,2026-03-03,20.0,18.7,17.9,false,6.3
W00004023,NRT,2026-03-04,20.1,26.6,17.4,false,3.2
W00004024,NRT,2026-03-05,29.0,31.2,6.0,false,4.5
W00004025,NRT,2026-03-06,15.0,34.1,12.4,false,5.4
W00004026,NRT,2026-03-07,12.4,28.5,9.5,false,1.3
W00004027,NRT,2026-03-08,25.0,49.2,19.5,false,0.1
W00004028,NRT,2026-03-09,17.4,39.8,7.7,false,5.8
W00004029,NRT,2026-03-10,14.4,45.4,16.2,false,6.1
W00004030,NRT,2026-03-11,7.0,54.3,13.1,false,4.4
W00004031,NRT,2026-03-12,14.2,42.6,9.4,false,2.2
W00004032,NRT,2026-03-13,25.0,34.1,8.8,false,2.9
W00004033,NRT,2026-03-14,23.5,25.6,16.5,false,4.6
W00004034,NRT,2026-03-15,10.9,39.4,16.7,false,4.9
W00004035,NRT,2026-03-16,20.6,24.5,19.5,false,2.5
W00004036,NRT,2026-03-17,18.4,19.3,15.8,false,3.2
W00004037,NRT,2026-03-18,31.0,48.7,1.4,true,47.6
W00004038,NRT,2026-03-19,9.0,25.6,6.6,false,6.7
W00004039,NRT,2026-03-20,14.1,27.9,8.9,false,1.2
W00004040,NRT,2026-03-21,14.6,11.0,11.0,false,4.9
W00004041,NRT,2026-03-22,-0.9,52.0,9.1,false,5.3
W00004042,NRT,2026-03-23,-5.8,53.7,18.8,false,3.2
W00004043,NRT,2026-03-24,25.4,11.8,19.6,false,4.6
W00004044,NRT,2026-03-25,14.8,42.8,12.4,false,2.3
W00004045,NRT,2026-03-26,15.7,45.9,12.9,false,1.7
W00004046,NRT,2026-03-27,20.7,16.5,10.7,false,3.9
W00004047,NRT,2026-03-28,23.8,18.5,15.2,false,1.5
W00004048,NRT,2026-03-29,19.2,37.5,13.5,false,0.6
W00004049,NRT,2026-03-30,5.0,16.4,11.5,false,0.7
W00004050,NRT,2026-03-31,12.5,12.4,8.7,false,3.0
W00004051,NRT,2026-04-01,16.0,53.8,9.9,false,0.6
W00004052,NRT,2026-04-02,18.4,16.5,13.5,false,6.7
W00004053,NRT,2026-04-03,6.4,48.9,17.0,false,0.8
W00004054,NRT,2026-04-04,18.6,50.3,6.9,false,6.5
W00004055,NRT,2026-04-05,25.3,40.6,19.1,false,0.1
W00004056,NRT,2026-04-06,22.2,54.0,15.0,false,6.1
W00004057,NRT,2026-04-07,26.3,16.4,18.3,false,0.3
W00004058,NRT,2026-04-08,23.1,8.0,8.3,false,4.6
W00004059,NRT,2026-04-09,11.8,15.6,13.9,false,0.6
W00004060,NRT,2026-04-10,19.6,26.4,18.4,false,3.4
W00004061,NRT,2026-04-11,12.8,41.4,12.3,false,0.6
W00004062,NRT,2026-04-12,19.0,15.4,16.4,false,6.9
W00004063,NRT,2026-04-13,18.2,25.6,10.4,false,5.7
W00004064,NRT,2026-04-14,6.7,40.9,6.5,false,1.9
W00004065,NRT,2026-04-15,11.3,29.3,9.3,false,0.3
W00004066,NRT,2026-04-16,21.4,27.0,15.8,false,0.9
W00004067,NRT,2026-04-17,23.7,11.2,19.3,false,6.2
W00004068,NRT,2026-04-18,10.6,45.5,15.6,false,6.9
W00004069,NRT,2026-04-19,20.1,17.0,13.8,false,4.5
W00004070,NRT,2026-04-20,17.9,14.7,13.0,false,5.8
W00004071,NRT,2026-04-21,3.6,20.4,13.9,false,2.7
W00004072,NRT,2026-04-22,13.6,6.9,11.9,false,0.8
W00004073,NRT,2026-04-23,23.5,12.8,6.3,false,3.0
W00004074,NRT,2026-04-24,13.0,23.1,14.5,false,2.4
W00004075,NRT,2026-04-25,24.8,52.7,7.5,false,2.1
W00004076,NRT,2026-04-26,22.8,43.9,2.5,true,15.9
W00004077,NRT,2026-04-27,7.8,46.2,8.1,false,4.1
W00004078,NRT,2026-04-28,7.8,22.8,11.7,false,4.1
W00004079,NRT,2026-04-29,16.5,50.4,9.3,false,6.5
W00004080,NRT,2026-04-30,2.7,49.4,7.0,false,2.0
W00004081,NRT,2026-05-01,10.9,17.0,18.8,false,5.2
W00004082,NRT,2026-05-02,22.3,31.0,9.1,false,5.7
W00004083,NRT,2026-05-03,18.3,6.4,12.2,false,1.8
W00004084,NRT,2026-05-04,25.9,45.5,14.7,false,3.0
W00004085,NRT,2026-05-05,21.9,17.1,12.4,false,6.1
W00004086,NRT,2026-05-06,14.9,38.7,5.2,true,41.4
W00004087,NRT,2026-05-07,12.6,9.7,8.5,false,6.2
W00004088,NRT,2026-05-08,23.8,34.7,8.0,false,4.4
W00004089,NRT,2026-05-09,21.9,46.5,7.9,false,3.7
W00004090,NRT,2026-05-10,27.7,8.4,16.2,false,0.4
W00004091,NRT,2026-05-11,11.5,40.6,11.6,false,4.7
W00004092,NRT,2026-05-12,11.1,31.0,19.6,false,2.1
W00004093,NRT,2026-05-13,17.1,36.1,18.3,false,4.7
W00004094,NRT,2026-05-14,21.8,30.9,12.5,false,1.4
W00004095,NRT,2026-05-15,12.3,15.4,1.4,true,22.1
W00004096,NRT,2026-05-16,12.0,21.5,10.1,false,0.9
W00004097,NRT,2026-05-17,7.2,49.7,10.2,false,3.1
W00004098,NRT,2026-05-18,17.9,20.6,6.7,false,5.0
W00004099,NRT,2026-05-19,10.0,10.3,16.5,false,6.6
W00004100,NRT,2026-05-20,13.1,52.2,9.9,false,3.8
W00004101,NRT,2026-05-21,21.6,6.2,10.3,false,2.5
W00004102,NRT,2026-05-22,25.9,5.9,15.0,false,6.5
W00004103,NRT,2026-05-23,14.8,21.4,15.5,false,4.9
W00004104,NRT,2026-05-24,14.0,27.0,5.8,true,13.1
W00004105,NRT,2026-05-25,29.6,45.3,15.2,false,3.1
W00004106,NRT,2026-05-26,28.9,16.3,18.1,false,2.4
W00004107,NRT,2026-05-27,17.8,35.0,13.3,false,1.2
W00004108,NRT,2026-05-28,24.2,21.2,9.7,false,4.5
W00004109,NRT,2026-05-29,14.2,13.2,7.3,false,1.2
W00004110,NRT,2026-05-30,20.7,52.5,11.7,false,2.8
W00004111,NRT,2026-05-31,18.2,36.2,19.7,false,3.2
W00004112,NRT,2026-06-01,17.9,16.7,7.9,false,0.3
W00004113,NRT,2026-06-02,12.9,50.7,7.3,true,40.8
W00004114,NRT,2026-06-03,20.0,50.8,19.2,false,6.8
W00004115,NRT,2026-06-04,14.4,21.5,17.2,false,0.4
W00004116,NRT,2026-06-05,10.9,40.8,10.5,false,6.5
W00004117,NRT,2026-06-06,35.0,20.6,12.1,false,3.6
W00004118,NRT,2026-06-07,13.4,32.9,9.5,false,3.9
W00004119,NRT,2026-06-08,19.5,31.4,7.5,false,2.6
W00004120,NRT,2026-06-09,19.8,43.4,14.9,false,2.3
W00004121,NRT,2026-06-10,21.9,17.4,10.6,false,4.0
W00004122,NRT,2026-06-11,25.2,20.4,16.1,false,4.0
W00004123,NRT,2026-06-12,18.5,25.8,13.2,false,4.0
W00004124,NRT,2026-06-13,22.6,37.5,16.0,false,6.7
W00004125,NRT,2026-06-14,3.8,49.3,15.4,false,4.7
W00004126,NRT,2026-06-15,4.4,44.6,7.2,false,1.4
W00004127,NRT,2026-06-16,16.5,17.9,14.5,false,5.2
W00004128,NRT,2026-06-17,10.4,48.4,6.3,false,5.7
W00004129,NRT,2026-06-18,29.0,28.4,18.5,false,6.9
W00004130,NRT,2026-06-19,16.5,8.5,9.4,false,4.5
W00004131,NRT,2026-06-20,25.1,29.3,10.1,false,3.4
W00004132,NRT,2026-06-21,16.5,14.3,12.0,false,2.2
W00004133,NRT,2026-06-22,21.2,16.9,8.2,false,5.3
W00004134,NRT,2026-06-23,17.9,53.5,15.5,false,1.2
W00004135,NRT,2026-06-24,18.0,3.3,8.1,false,0.3
W00004136,NRT,2026-06-25,17.2,26.1,10.7,false,0.6
W00004137,NRT,2026-06-26,14.2,47.5,13.7,false,4.4
W00004138,NRT,2026-06-27,3.3,24.1,11.3,false,3.3
W00004139,NRT,2026-06-28,33.2,5.7,19.9,false,7.0
W00004140,NRT,2026-06-29,14.2,19.9,8.6,false,1.7
W00004141,SYD,2026-01-01,12.1,49.7,16.3,false,2.4
W00004142,SYD,2026-01-02,5.4,22.4,15.9,false,6.6
W00004143,SYD,2026-01-03,18.5,54.2,7.8,true,19.3
W00004144,SYD,2026-01-04,3.9,48.8,19.7,false,1.7
W00004145,SYD,2026-01-05,11.2,5.6,9.9,false,3.7
W00004146,SYD,2026-01-06,16.5,21.4,10.0,false,4.1
W00004147,SYD,2026-01-07,18.8,12.1,9.2,false,6.5
W00004148,SYD,2026-01-08,23.3,42.9,11.5,false,5.3
W00004149,SYD,2026-01-09,19.7,40.4,9.6,false,0.0
W00004150,SYD,2026-01-10,9.6,34.8,16.5,false,2.1
W00004151,SYD,2026-01-11,17.3,45.6,9.2,true,23.1
W00004152,SYD,2026-01-12,12.2,42.2,8.6,true,62.8
W00004153,SYD,2026-01-13,21.0,47.8,12.9,false,5.9
W00004154,SYD,2026-01-14,8.6,7.6,15.2,false,2.4
W00004155,SYD,2026-01-15,31.8,32.2,8.6,false,3.0
W00004156,SYD,2026-01-16,19.3,37.3,14.1,false,4.4
W00004157,SYD,2026-01-17,30.0,3.5,8.8,false,5.2
W00004158,SYD,2026-01-18,29.0,17.8,9.6,false,6.2
W00004159,SYD,2026-01-19,10.2,27.6,8.8,true,61.8
W00004160,SYD,2026-01-20,22.7,16.1,13.8,false,4.6
W00004161,SYD,2026-01-21,15.7,31.9,10.4,false,6.1
W00004162,SYD,2026-01-22,11.5,23.2,10.0,false,1.3
W00004163,SYD,2026-01-23,23.1,32.2,18.2,false,2.5
W00004164,SYD,2026-01-24,19.1,14.4,16.6,false,3.8
W00004165,SYD,2026-01-25,10.3,9.0,9.2,true,60.5
W00004166,SYD,2026-01-26,16.6,46.7,12.4,false,3.8
W00004167,SYD,2026-01-27,19.3,18.6,8.1,false,6.9
W00004168,SYD,2026-01-28,19.9,30.7,8.6,false,5.7
W00004169,SYD,2026-01-29,23.6,20.3,17.8,false,3.2
W00004170,SYD,2026-01-30,25.9,21.5,18.8,false,3.5
W00004171,SYD,2026-01-31,15.8,23.8,14.7,false,4.2
W00004172,SYD,2026-02-01,12.4,5.9,19.8,false,3.2
W00004173,SYD,2026-02-02,25.8,40.2,14.0,false,1.3
W00004174,SYD,2026-02-03,19.4,41.1,17.0,false,1.0
W00004175,SYD,2026-02-04,5.6,28.4,12.1,false,6.3
W00004176,SYD,2026-02-05,18.3,7.8,8.9,false,2.3
W00004177,SYD,2026-02-06,21.1,22.7,12.1,false,4.5
W00004178,SYD,2026-02-07,11.3,15.8,9.3,false,2.1
W00004179,SYD,2026-02-08,22.2,22.9,14.4,false,3.0
W00004180,SYD,2026-02-09,26.2,24.0,18.4,false,2.1
W00004181,SYD,2026-02-10,29.1,53.5,12.9,false,5.7
W00004182,SYD,2026-02-11,9.8,43.9,11.4,false,0.8
W00004183,SYD,2026-02-12,13.8,54.0,15.8,false,1.5
W00004184,SYD,2026-02-13,13.8,41.3,14.8,false,2.9
W00004185,SYD,2026-02-14,9.4,33.8,14.8,false,4.4
W00004186,SYD,2026-02-15,16.8,21.1,8.6,true,17.7
W00004187,SYD,2026-02-16,28.4,26.2,13.3,false,4.4
W00004188,SYD,2026-02-17,19.8,22.9,1.8,true,17.9
W00004189,SYD,2026-02-18,19.9,46.0,12.4,false,6.7
W00004190,SYD,2026-02-19,18.2,45.4,17.7,false,1.4
W00004191,SYD,2026-02-20,8.0,7.2,18.0,false,6.5
W00004192,SYD,2026-02-21,6.3,5.3,9.6,false,3.6
W00004193,SYD,2026-02-22,21.0,50.2,7.0,false,6.7
W00004194,SYD,2026-02-23,18.6,13.0,17.6,false,0.8
W00004195,SYD,2026-02-24,22.7,11.2,13.4,false,6.2
W00004196,SYD,2026-02-25,24.0,50.3,6.9,true,68.5
W00004197,SYD,2026-02-26,26.5,24.8,8.2,true,12.6
