crew_roster_id,flight_id,aircraft_id,crew_id,crew_role,duty_start_time,duty_end_time,base_airport,duty_status
CR0000433,FL0000388,AC00024,CREW1295,Captain,2026-01-14 21:57:16,2026-01-15 03:52:16,JAI,Assigned
CR0000434,FL0000801,AC00066,CREW1226,Maintenance Observer,2026-04-27 20:26:32,2026-04-27 22:42:32,BLR,Sick Leave
CR0000435,FL0001740,AC00060,CREW1047,Maintenance Observer,2026-02-01 04:39:37,2026-02-01 19:07:37,JFK,Completed
CR0000436,FL0001371,AC00049,CREW1739,Maintenance Observer,2026-04-02 17:38:15,2026-04-02 22:26:15,SFO,Assigned
CR0000437,FL0001295,AC00068,CREW1259,Maintenance Observer,2026-04-05 19:58:25,2026-04-06 00:18:25,DEL,Completed
CR0000438,FL0000162,AC00010,CREW1722,Maintenance Observer,2026-04-11 19:43:51,2026-04-12 00:05:51,AMD,Completed
CR0000439,FL0001301,AC00040,CREW1448,First Officer,2026-05-29 02:59:40,2026-05-29 15:01:40,YVR,Completed
CR0000440,FL0001112,AC00076,CREW1525,Maintenance Observer,2026-01-20 22:27:35,2026-01-21 01:15:35,MAD,Completed
CR0000441,FL0001271,AC00034,CREW1382,Cabin Crew,2026-05-19 23:00:40,2026-05-20 08:11:40,HKG,Completed
CR0000442,FL0001851,AC00069,CREW1110,Cabin Crew,2026-04-19 18:41:54,2026-04-19 22:28:54,COK,Completed
CR0000443,FL0001613,AC00022,CREW1590,First Officer,2026-06-11 10:15:39,2026-06-11 21:56:39,AUH,Assigned
CR0000444,FL0000746,AC00060,CREW1800,Captain,2026-02-07 09:46:11,2026-02-07 20:39:11,BBI,Completed
CR0000445,FL0000056,AC00039,CREW1219,Maintenance Observer,2026-05-30 03:22:40,2026-05-30 13:48:40,CCU,Completed
CR0000446,FL0000555,AC00012,CREW1573,First Officer,2026-01-23 23:53:35,2026-01-24 12:04:35,GOI,Completed
CR0000447,FL0001709,AC00039,CREW1752,Cabin Crew,2026-01-13 08:13:24,2026-01-13 15:40:24,COK,Completed
CR0000448,FL0001083,AC00030,CREW1314,Cabin Crew,2026-01-14 05:21:50,2026-01-14 13:29:50,BLR,Completed
CR0000449,FL0000129,AC00046,CREW1099,Maintenance Observer,2026-01-18 20:15:52,2026-01-19 04:47:52,MEL,Completed
CR0000450,FL0000301,AC00058,CREW1585,Captain,2026-04-27 15:35:24,2026-04-28 03:32:24,JAI,Assigned
CR0000451,FL0001244,AC00076,CREW1096,Cabin Manager,2026-06-17 17:14:44,2026-06-17 22:17:44,ZRH,Completed
CR0000452,FL0000892,AC00045,CREW1342,Maintenance Observer,2026-04-17 17:46:38,2026-04-17 23:16:38,AMS,Completed
CR0000453,FL0000485,AC00053,CREW1693,Maintenance Observer,2026-02-26 21:04:23,2026-02-27 06:11:23,JFK,Assigned
CR0000454,FL0000815,AC00058,CREW1328,First Officer,2026-01-04 12:20:35,2026-01-04 21:06:35,ZRH,Completed
CR0000455,FL0000517,AC00067,CREW1688,First Officer,2026-02-08 10:25:25,2026-02-08 12:01:25,LHR,Completed
CR0000456,FL0000693,AC00067,CREW1393,Cabin Crew,2026-05-24 09:19:18,2026-05-24 13:34:18,JFK,Completed
CR0000457,FL0001516,AC00039,CREW1732,Cabin Manager,2026-04-02 20:12:17,2026-04-03 05:25:17,HYD,Standby
CR0000458,FL0001261,AC00039,CREW1002,Cabin Crew,2026-05-18 23:27:19,2026-05-19 03:50:19,CCU,Completed
CR0000459,FL0000638,AC00037,CREW1262,Maintenance Observer,2026-06-24 10:20:06,2026-06-24 16:54:06,MAD,Completed
CR0000460,FL0001619,AC00022,CREW1681,Cabin Crew,2026-03-22 14:30:04,2026-03-22 16:51:04,NRT,Completed
CR0000461,FL0000871,AC00022,CREW1235,Maintenance Observer,2026-04-23 22:10:06,2026-04-24 05:22:06,KUL,Completed
CR0000462,FL0000602,AC00032,CREW1060,Cabin Manager,2026-03-13 06:42:59,2026-03-13 16:16:59,YYZ,Completed
CR0000463,FL0001527,AC00061,CREW1531,Maintenance Observer,2026-03-12 06:20:52,2026-03-12 19:14:52,IST,Completed
CR0000464,FL0001661,AC00024,CREW1562,Maintenance Observer,2026-01-12 14:06:42,2026-01-13 00:28:42,PAT,Completed
CR0000465,FL0000678,AC00014,CREW1100,First Officer,2026-02-04 19:14:23,2026-02-04 21:26:23,NRT,Completed
CR0000466,FL0000185,AC00057,CREW1598,First Officer,2026-02-23 07:37:36,2026-02-23 14:15:36,LKO,Assigned
CR0000467,FL0001913,AC00049,CREW1174,Captain,2026-06-09 11:00:40,2026-06-09 19:52:40,ZRH,Completed
CR0000468,FL0000708,AC00046,CREW1046,Maintenance Observer,2026-04-08 00:39:10,2026-04-08 06:24:10,AMD,Completed
CR0000469,FL0001552,AC00010,CREW1743,Cabin Manager,2026-03-30 09:30:12,2026-03-30 16:55:12,SYD,Completed
CR0000470,FL0000059,AC00009,CREW1244,Maintenance Observer,2026-01-16 00:07:07,2026-01-16 13:06:07,ZRH,Completed
CR0000471,FL0001429,AC00064,CREW1741,Cabin Crew,2026-05-22 04:07:34,2026-05-22 07:55:34,MAD,Assigned
CR0000472,FL0001803,AC00010,CREW1486,First Officer,2026-05-13 13:16:14,2026-05-13 20:30:14,BBI,Completed
CR0000473,FL0000313,AC00076,CREW1050,Cabin Crew,2026-05-09 11:37:52,2026-05-09 22:43:52,DXB,Sick Leave
CR0000474,FL0000035,AC00020,CREW1527,Cabin Crew,2026-03-10 06:18:14,2026-03-10 16:14:14,YYZ,Completed
CR0000475,FL0000667,AC00040,CREW1307,Cabin Crew,2026-04-16 02:07:08,2026-04-16 07:41:08,SYD,Assigned
CR0000476,FL0001768,AC00056,CREW1390,Cabin Crew,2026-05-15 06:25:57,2026-05-15 19:57:57,DOH,Completed
CR0000477,FL0001351,AC00014,CREW1494,Maintenance Observer,2026-04-01 02:11:13,2026-04-01 13:50:13,YVR,Assigned
CR0000478,FL0000246,AC00078,CREW1179,Captain,2026-06-13 13:59:15,2026-06-13 18:38:15,DEL,Completed
CR0000479,FL0000685,AC00032,CREW1232,First Officer,2026-05-21 22:14:51,2026-05-22 02:43:51,MEL,Completed
CR0000480,FL0001519,AC00058,CREW1704,First Officer,2026-04-17 11:34:13,2026-04-17 14:53:13,LHR,Completed
CR0000481,FL0001072,AC00032,CREW1714,Captain,2026-06-01 06:28:47,2026-06-01 15:13:47,LKO,Completed
CR0000482,FL0001518,AC00012,CREW1036,Cabin Manager,2026-04-28 13:44:09,2026-04-29 00:06:09,KUL,Completed
CR0000483,FL0001189,AC00070,CREW1530,First Officer,2026-06-17 12:51:53,2026-06-18 02:13:53,SFO,Completed
CR0000484,FL0001671,AC00007,CREW1064,Cabin Manager,2026-06-15 21:39:43,2026-06-16 00:32:43,MAA,Completed
CR0000485,FL0000294,AC00008,CREW1420,Cabin Crew,2026-03-05 13:54:40,2026-03-05 21:34:40,CCU,Completed
CR0000486,FL0000330,AC00047,CREW1712,Cabin Crew,2026-06-14 07:28:59,2026-06-14 14:41:59,HYD,Completed
CR0000487,FL0000256,AC00074,CREW1637,Maintenance Observer,2026-04-12 01:55:06,2026-04-12 08:57:06,LHR,Completed
CR0000488,FL0001191,AC00014,CREW1715,Cabin Crew,2026-04-27 17:28:26,2026-04-28 03:57:26,NRT,Assigned
CR0000489,FL0000139,AC00052,CREW1350,Captain,2026-02-23 11:27:42,2026-02-23 16:11:42,SIN,Completed
CR0000490,FL0000672,AC00020,CREW1592,Cabin Manager,2026-01-08 21:51:35,2026-01-09 11:16:35,IXR,Completed
CR0000491,FL0001675,AC00079,CREW1214,First Officer,2026-04-18 13:13:10,2026-04-18 15:56:10,HKG,Completed
CR0000492,FL0001784,AC00023,CREW1800,Maintenance Observer,2026-02-17 03:54:48,2026-02-17 14:13:48,YYZ,Assigned
CR0000493,FL0000037,AC00049,CREW1101,Cabin Crew,2026-03-19 07:38:21,2026-03-19 16:13:21,COK,Completed
CR0000494,FL0000474,AC00042,CREW1407,Cabin Manager,2026-04-25 03:15:45,2026-04-25 05:36:45,PNQ,Completed
CR0000495,FL0001453,AC00067,CREW1150,Captain,2026-03-22 15:55:47,2026-03-23 03:42:47,CCU,Completed
CR0000496,FL0001673,AC00016,CREW1640,First Officer,2026-06-10 20:13:33,2026-06-10 21:55:33,DXB,Completed
CR0000497,FL0000744,AC00055,CREW1590,Cabin Crew,2026-04-09 07:03:03,2026-04-09 10:21:03,MEL,Completed
CR0000498,FL0000136,AC00039,CREW1230,First Officer,2026-04-23 22:32:18,2026-04-24 06:20:18,BOM,Completed
CR0000499,FL0000818,AC00003,CREW1575,Cabin Crew,2026-03-22 19:18:31,2026-03-23 05:13:31,SFO,Completed
CR0000500,FL0001387,AC00048,CREW1083,Cabin Crew,2026-03-13 22:21:08,2026-03-14 04:39:08,PAT,Completed
CR0000501,FL0000505,AC00052,CREW1005,Cabin Crew,2026-04-28 18:57:16,2026-04-29 08:13:16,AUH,Completed
CR0000502,FL0000890,AC00027,CREW1635,Maintenance Observer,2026-05-14 00:22:32,2026-05-14 08:52:32,YYZ,Assigned
CR0000503,FL0000213,AC00076,CREW1371,Cabin Crew,2026-05-25 16:34:33,2026-05-26 04:32:33,AUH,Completed
CR0000504,FL0001557,AC00026,CREW1183,Cabin Crew,2026-02-28 21:42:52,2026-03-01 05:29:52,BBI,Assigned
CR0000505,FL0001016,AC00052,CREW1422,Cabin Manager,2026-04-26 12:03:02,2026-04-26 15:52:02,BBI,Sick Leave
CR0000506,FL0001698,AC00017,CREW1450,Captain,2026-05-01 17:22:27,2026-05-02 01:03:27,HYD,Assigned
CR0000507,FL0000206,AC00057,CREW1738,Maintenance Observer,2026-03-13 07:41:20,2026-03-13 18:56:20,PAT,Completed
CR0000508,FL0000236,AC00034,CREW1294,Cabin Manager,2026-03-28 09:30:09,2026-03-28 18:05:09,IXR,Completed
CR0000509,FL0001945,AC00020,CREW1224,First Officer,2026-05-15 04:17:02,2026-05-15 11:05:02,LHR,Assigned
CR0000510,FL0001757,AC00070,CREW1597,Captain,2026-06-19 17:27:19,2026-06-19 21:38:19,HKG,Completed
CR0000511,FL0000157,AC00010,CREW1073,Captain,2026-01-30 06:38:01,2026-01-30 16:40:01,NRT,Completed
CR0000512,FL0001132,AC00069,CREW1707,Maintenance Observer,2026-06-05 16:38:04,2026-06-06 02:30:04,SFO,Completed
CR0000513,FL0001048,AC00039,CREW1176,Cabin Crew,2026-04-15 16:27:02,2026-04-15 20:08:02,DXB,Completed
CR0000514,FL0000383,AC00064,CREW1550,Cabin Crew,2026-06-12 18:16:17,2026-06-12 23:29:17,KUL,Assigned
CR0000515,FL0000789,AC00040,CREW1503,Maintenance Observer,2026-03-13 15:25:39,2026-03-13 22:53:39,PNQ,Completed
CR0000516,FL0000440,AC00040,CREW1537,Cabin Manager,2026-06-07 14:53:20,2026-06-07 20:14:20,PAT,Assigned
CR0000517,FL0001511,AC00020,CREW1315,Cabin Manager,2026-05-01 23:35:39,2026-05-02 09:13:39,BLR,Completed
CR0000518,FL0000863,AC00048,CREW1344,Captain,2026-04-07 19:06:06,2026-04-08 03:49:06,NRT,Completed
CR0000519,FL0000398,AC00028,CREW1083,Cabin Manager,2026-06-21 19:18:13,2026-06-22 04:33:13,COK,Completed
CR0000520,FL0000209,AC00039,CREW1103,First Officer,2026-05-25 00:42:15,2026-05-25 12:16:15,MEL,Standby
CR0000521,FL0001164,AC00053,CREW1518,Captain,2026-06-08 14:52:50,2026-06-08 19:01:50,DOH,Completed
CR0000522,FL0001618,AC00001,CREW1713,Maintenance Observer,2026-02-18 21:45:28,2026-02-19 00:56:28,DEL,Standby
CR0000523,FL0001027,AC00052,CREW1721,Cabin Crew,2026-03-31 04:16:35,2026-03-31 11:38:35,IXR,Standby
CR0000524,FL0001226,AC00053,CREW1374,Maintenance Observer,2026-01-09 12:31:31,2026-01-09 19:55:31,LHR,Completed
CR0000525,FL0000854,AC00065,CREW1371,Captain,2026-04-13 03:37:38,2026-04-13 11:15:38,YYZ,Completed
CR0000526,FL0001412,AC00018,CREW1335,Maintenance Observer,2026-02-25 08:35:27,2026-02-25 13:21:27,LKO,Completed
CR0000527,FL0001837,AC00024,CREW1673,First Officer,2026-03-04 22:08:51,2026-03-05 00:17:51,SYD,Standby
CR0000528,FL0001316,AC00066,CREW1140,Captain,2026-02-22 11:04:03,2026-02-22 15:49:03,CDG,Completed
CR0000529,FL0000082,AC00068,CREW1472,First Officer,2026-04-23 16:03:15,2026-04-24 06:12:15,COK,Completed
CR0000530,FL0001427,AC00069,CREW1094,Cabin Manager,2026-01-10 21:41:30,2026-01-11 07:56:30,SFO,Standby
CR0000531,FL0001242,AC00061,CREW1111,Maintenance Observer,2026-04-27 18:28:33,2026-04-27 19:56:33,CCU,Completed
CR0000532,FL0001469,AC00007,CREW1489,Cabin Manager,2026-05-11 05:34:02,2026-05-11 13:58:02,GOI,Assigned
CR0000533,FL0001706,AC00010,CREW1627,Maintenance Observer,2026-05-09 21:00:20,2026-05-09 23:14:20,PAT,Completed
CR0000534,FL0000398,AC00028,CREW1042,First Officer,2026-06-21 19:18:13,2026-06-22 04:33:13,COK,Completed
CR0000535,FL0000849,AC00074,CREW1131,Cabin Crew,2026-03-23 00:18:12,2026-03-23 08:59:12,BOM,Completed
CR0000536,FL0000477,AC00049,CREW1756,First Officer,2026-03-04 16:49:44,2026-03-05 03:23:44,JFK,Completed
CR0000537,FL0000949,AC00063,CREW1792,First Officer,2026-03-08 13:33:48,2026-03-08 23:16:48,AMD,Completed
CR0000538,FL0000150,AC00030,CREW1289,Cabin Manager,2026-06-10 12:15:58,2026-06-10 23:06:58,BBI,Assigned
CR0000539,FL0000831,AC00045,CREW1236,First Officer,2026-01-21 10:48:14,2026-01-21 16:35:14,GOI,Completed
CR0000540,FL0001691,AC00046,CREW1168,Cabin Manager,2026-05-26 17:06:07,2026-05-26 22:21:07,LKO,Completed
CR0000541,FL0001771,AC00013,CREW1311,Maintenance Observer,2026-05-31 16:55:32,2026-06-01 05:09:32,IST,Completed
CR0000542,FL0001386,AC00007,CREW1370,Cabin Crew,2026-03-26 23:46:56,2026-03-27 03:23:56,SIN,Completed
CR0000543,FL0001644,AC00068,CREW1558,Captain,2026-03-29 15:45:10,2026-03-29 19:09:10,BOM,Completed
CR0000544,FL0001149,AC00045,CREW1598,Captain,2026-01-09 05:18:32,2026-01-09 09:11:32,SIN,Completed
CR0000545,FL0000764,AC00014,CREW1419,Cabin Manager,2026-04-26 00:48:48,2026-04-26 07:59:48,MEL,Completed
CR0000546,FL0000691,AC00031,CREW1375,Captain,2026-04-13 05:27:22,2026-04-13 10:04:22,BBI,Standby
CR0000547,FL0001989,AC00077,CREW1205,Captain,2026-05-11 06:40:05,2026-05-11 11:24:05,FRA,Completed
CR0000548,FL0000022,AC00070,CREW1010,Cabin Manager,2026-02-05 04:18:05,2026-02-05 09:12:05,LKO,Completed
CR0000549,FL0000820,AC00050,CREW1610,Cabin Manager,2026-02-01 01:05:40,2026-02-01 13:07:40,SFO,Completed
CR0000550,FL0001775,AC00057,CREW1136,Cabin Manager,2026-03-27 07:28:06,2026-03-27 11:25:06,AUH,Assigned
CR0000551,FL0001784,AC00023,CREW1023,Cabin Crew,2026-02-17 03:54:48,2026-02-17 14:13:48,YYZ,Assigned
CR0000552,FL0001640,AC00002,CREW1435,Cabin Crew,2026-04-27 22:08:38,2026-04-28 08:01:38,MAA,Completed
CR0000553,FL0000166,AC00073,CREW1117,Captain,2026-04-09 17:00:34,2026-04-09 19:16:34,ORD,Assigned
CR0000554,FL0000352,AC00072,CREW1587,Cabin Manager,2026-06-26 14:59:22,2026-06-27 00:04:22,MAA,Assigned
CR0000555,FL0000374,AC00059,CREW1410,Captain,2026-02-18 13:50:20,2026-02-18 20:04:20,SIN,Completed
CR0000556,FL0000311,AC00041,CREW1596,Cabin Manager,2026-06-04 01:10:19,2026-06-04 13:52:19,NRT,Completed
CR0000557,FL0001922,AC00030,CREW1071,Maintenance Observer,2026-03-27 08:26:59,2026-03-27 20:32:59,HKG,Completed
CR0000558,FL0001648,AC00072,CREW1227,Cabin Manager,2026-01-09 16:32:05,2026-01-10 03:13:05,PAT,Completed
CR0000559,FL0001361,AC00079,CREW1728,Cabin Crew,2026-04-19 13:55:20,2026-04-19 16:38:20,AMD,Completed
CR0000560,FL0000498,AC00030,CREW1283,Maintenance Observer,2026-05-17 23:06:36,2026-05-18 08:39:36,YVR,Completed
CR0000561,FL0001120,AC00032,CREW1402,Captain,2026-04-16 05:46:37,2026-04-16 09:30:37,FRA,Completed
CR0000562,FL0001718,AC00030,CREW1239,Maintenance Observer,2026-06-27 18:38:27,2026-06-27 20:13:27,JAI,Standby
CR0000563,FL0001243,AC00001,CREW1150,Maintenance Observer,2026-03-21 05:01:00,2026-03-21 16:27:00,COK,Assigned
CR0000564,FL0000472,AC00014,CREW1347,Cabin Manager,2026-03-27 16:57:15,2026-03-28 06:11:15,PAT,Completed
CR0000565,FL0001727,AC00016,CREW1224,Maintenance Observer,2026-04-02 13:41:37,2026-04-02 20:09:37,NRT,Completed
CR0000566,FL0000496,AC00043,CREW1361,Maintenance Observer,2026-06-16 17:19:28,2026-06-16 20:25:28,ORD,Assigned
CR0000567,FL0000956,AC00029,CREW1273,Maintenance Observer,2026-02-18 09:55:12,2026-02-18 12:45:12,NRT,Completed
CR0000568,FL0001554,AC00066,CREW1401,First Officer,2026-04-28 22:21:07,2026-04-29 10:06:07,CDG,Completed
CR0000569,FL0000426,AC00056,CREW1555,First Officer,2026-01-08 17:04:42,2026-01-08 18:51:42,SFO,Completed
CR0000570,FL0000374,AC00059,CREW1544,Captain,2026-02-18 13:50:20,2026-02-18 20:04:20,SIN,Completed
CR0000571,FL0001579,AC00064,CREW1026,Maintenance Observer,2026-05-09 02:02:56,2026-05-09 15:18:56,JAI,Completed
CR0000572,FL0000911,AC00062,CREW1472,Cabin Manager,2026-03-20 10:09:45,2026-03-20 15:23:45,BBI,Sick Leave
CR0000573,FL0000122,AC00017,CREW1639,Captain,2026-05-21 17:41:58,2026-05-21 23:21:58,GOI,Completed
CR0000574,FL0001359,AC00049,CREW1533,Cabin Manager,2026-06-01 10:31:55,2026-06-01 21:44:55,BKK,Completed
CR0000575,FL0001258,AC00046,CREW1370,Maintenance Observer,2026-05-06 08:52:23,2026-05-06 11:02:23,DOH,Completed
CR0000576,FL0001527,AC00061,CREW1337,Cabin Manager,2026-03-12 06:20:52,2026-03-12 19:14:52,IST,Assigned
CR0000577,FL0000029,AC00078,CREW1424,Cabin Crew,2026-06-13 05:10:38,2026-06-13 16:27:38,JAI,Completed
CR0000578,FL0001241,AC00024,CREW1096,Cabin Manager,2026-05-19 16:09:21,2026-05-19 23:15:21,NRT,Sick Leave
CR0000579,FL0001975,AC00010,CREW1130,Captain,2026-05-24 20:43:32,2026-05-24 22:36:32,ORD,Completed
CR0000580,FL0000401,AC00029,CREW1285,Cabin Manager,2026-01-22 18:20:24,2026-01-23 07:58:24,IST,Completed
CR0000581,FL0001408,AC00063,CREW1111,Cabin Manager,2026-01-24 17:44:31,2026-01-25 02:53:31,SFO,Completed
CR0000582,FL0000821,AC00053,CREW1093,First Officer,2026-06-20 10:14:33,2026-06-20 17:30:33,SIN,Completed
CR0000583,FL0001115,AC00009,CREW1460,First Officer,2026-06-02 03:02:53,2026-06-02 04:41:53,MAD,Completed
CR0000584,FL0000776,AC00071,CREW1084,First Officer,2026-02-22 04:20:36,2026-02-22 09:58:36,SYD,Assigned
CR0000585,FL0001567,AC00009,CREW1662,Cabin Manager,2026-05-16 00:34:46,2026-05-16 08:26:46,AMD,Completed
CR0000586,FL0000136,AC00039,CREW1057,Cabin Crew,2026-04-23 22:32:18,2026-04-24 06:20:18,BOM,Completed
CR0000587,FL0000166,AC00073,CREW1479,Cabin Crew,2026-04-09 17:00:34,2026-04-09 19:16:34,ORD,Completed
CR0000588,FL0001768,AC00056,CREW1138,First Officer,2026-05-15 06:25:57,2026-05-15 19:57:57,DOH,Sick Leave
CR0000589,FL0001630,AC00072,CREW1103,Cabin Crew,2026-06-23 23:42:05,2026-06-24 08:17:05,GOI,Assigned
CR0000590,FL0001422,AC00007,CREW1590,Captain,2026-05-19 18:31:16,2026-05-20 03:52:16,COK,Completed
CR0000591,FL0000088,AC00066,CREW1022,Cabin Manager,2026-06-12 20:15:07,2026-06-12 22:14:07,CCU,Assigned
CR0000592,FL0001973,AC00019,CREW1071,Maintenance Observer,2026-05-28 06:24:39,2026-05-28 13:07:39,AMS,Completed
CR0000593,FL0000466,AC00053,CREW1199,Captain,2026-01-18 09:08:04,2026-01-18 14:13:04,KUL,Sick Leave
CR0000594,FL0000387,AC00057,CREW1382,Maintenance Observer,2026-05-19 15:50:50,2026-05-20 01:37:50,BKK,Completed
CR0000595,FL0000264,AC00068,CREW1599,Maintenance Observer,2026-05-17 15:59:16,2026-05-17 23:43:16,KUL,Completed
CR0000596,FL0000238,AC00011,CREW1242,Maintenance Observer,2026-04-01 11:35:31,2026-04-01 16:01:31,SIN,Completed
CR0000597,FL0001142,AC00076,CREW1663,Cabin Manager,2026-05-12 16:32:44,2026-05-13 03:08:44,GOI,Completed
CR0000598,FL0001842,AC00015,CREW1257,Cabin Crew,2026-05-24 23:01:45,2026-05-25 03:31:45,MEL,Completed
CR0000599,FL0000344,AC00065,CREW1606,Captain,2026-02-09 15:31:55,2026-02-09 18:30:55,IST,Completed
CR0000600,FL0001457,AC00023,CREW1629,Maintenance Observer,2026-01-20 10:38:39,2026-01-20 15:22:39,JAI,Completed
CR0000601,FL0000774,AC00023,CREW1133,Captain,2026-05-06 17:12:08,2026-05-07 02:41:08,SIN,Assigned
CR0000602,FL0000664,AC00038,CREW1734,Cabin Manager,2026-05-13 19:10:40,2026-05-14 00:08:40,DOH,Completed
CR0000603,FL0000045,AC00032,CREW1761,Captain,2026-01-08 23:14:19,2026-01-09 02:14:19,LKO,Completed
CR0000604,FL0000481,AC00054,CREW1623,Maintenance Observer,2026-01-01 10:12:02,2026-01-01 17:42:02,JAI,Completed
CR0000605,FL0001536,AC00046,CREW1175,Maintenance Observer,2026-06-16 17:33:31,2026-06-17 04:21:31,IST,Assigned
CR0000606,FL0001104,AC00057,CREW1097,Captain,2026-06-14 20:17:33,2026-06-15 04:03:33,MAA,Completed
CR0000607,FL0001222,AC00048,CREW1445,First Officer,2026-01-26 01:33:31,2026-01-26 13:34:31,GOI,Assigned
CR0000608,FL0000445,AC00020,CREW1506,Captain,2026-03-16 13:52:35,2026-03-16 19:15:35,COK,Completed
CR0000609,FL0000366,AC00011,CREW1036,Cabin Crew,2026-04-23 02:14:57,2026-04-23 08:52:57,CDG,Completed
CR0000610,FL0001013,AC00012,CREW1064,First Officer,2026-04-30 07:12:44,2026-04-30 15:02:44,ORD,Completed
CR0000611,FL0000428,AC00065,CREW1376,Maintenance Observer,2026-05-30 09:33:58,2026-05-30 16:29:58,BKK,Assigned
CR0000612,FL0001116,AC00067,CREW1580,Maintenance Observer,2026-04-06 00:52:29,2026-04-06 15:02:29,SIN,Completed
CR0000613,FL0001733,AC00067,CREW1158,Cabin Crew,2026-02-08 13:01:32,2026-02-09 00:47:32,AMD,Completed
CR0000614,FL0001097,AC00069,CREW1349,Cabin Crew,2026-04-01 12:42:01,2026-04-02 00:31:01,DXB,Completed
CR0000615,FL0000375,AC00014,CREW1551,First Officer,2026-06-03 17:26:18,2026-06-04 03:21:18,DXB,Completed
CR0000616,FL0001894,AC00010,CREW1373,First Officer,2026-05-15 05:44:43,2026-05-15 14:01:43,SYD,Completed
CR0000617,FL0001358,AC00023,CREW1690,Cabin Manager,2026-02-06 04:24:07,2026-02-06 09:18:07,MAA,Completed
CR0000618,FL0001544,AC00037,CREW1391,Captain,2026-02-10 18:14:15,2026-02-11 06:36:15,AMD,Completed
CR0000619,FL0000299,AC00066,CREW1623,Captain,2026-04-07 15:17:53,2026-04-08 04:21:53,DEL,Assigned
CR0000620,FL0000179,AC00032,CREW1376,Cabin Crew,2026-05-04 10:19:38,2026-05-04 15:10:38,IST,Completed
CR0000621,FL0000443,AC00013,CREW1143,Maintenance Observer,2026-02-12 05:19:59,2026-02-12 10:44:59,GOI,Standby
CR0000622,FL0000527,AC00018,CREW1497,Maintenance Observer,2026-05-24 22:28:53,2026-05-25 04:33:53,FRA,Completed
CR0000623,FL0001852,AC00037,CREW1774,Cabin Manager,2026-04-20 03:17:37,2026-04-20 05:42:37,BBI,Completed
CR0000624,FL0000030,AC00017,CREW1267,Captain,2026-06-02 04:21:37,2026-06-02 17:44:37,AMD,Assigned
CR0000625,FL0001900,AC00047,CREW1773,Captain,2026-06-26 06:43:19,2026-06-26 16:39:19,IST,Sick Leave
CR0000626,FL0001838,AC00075,CREW1799,Captain,2026-06-12 17:52:11,2026-06-13 02:57:11,NRT,Completed
CR0000627,FL0001627,AC00042,CREW1721,Cabin Crew,2026-05-14 17:20:10,2026-05-15 02:44:10,BOM,Standby
CR0000628,FL0000809,AC00039,CREW1257,Cabin Manager,2026-03-11 20:46:16,2026-03-12 08:40:16,CCU,Completed
CR0000629,FL0000465,AC00036,CREW1492,Captain,2026-02-06 18:27:10,2026-02-07 02:13:10,BOM,Completed
CR0000630,FL0001364,AC00009,CREW1399,Maintenance Observer,2026-04-17 05:30:07,2026-04-17 16:06:07,AMS,Completed
CR0000631,FL0000975,AC00019,CREW1709,Captain,2026-06-13 18:09:51,2026-06-14 06:53:51,AUH,Completed
CR0000632,FL0001926,AC00053,CREW1593,Cabin Crew,2026-04-30 16:31:59,2026-05-01 04:02:59,GOI,Completed
CR0000633,FL0001638,AC00075,CREW1100,First Officer,2026-02-28 10:47:47,2026-02-28 19:47:47,BOM,Completed
CR0000634,FL0001040,AC00008,CREW1316,Cabin Manager,2026-01-02 19:33:58,2026-01-02 22:11:58,BBI,Completed
CR0000635,FL0000953,AC00055,CREW1239,Maintenance Observer,2026-06-26 08:20:34,2026-06-26 11:41:34,HYD,Assigned
CR0000636,FL0000501,AC00001,CREW1647,First Officer,2026-05-26 18:37:49,2026-05-27 04:22:49,CDG,Completed
CR0000637,FL0000933,AC00060,CREW1798,Maintenance Observer,2026-05-18 06:57:15,2026-05-18 17:31:15,GOI,Completed
CR0000638,FL0000420,AC00019,CREW1149,Maintenance Observer,2026-02-03 11:42:39,2026-02-03 17:41:39,ZRH,Completed
CR0000639,FL0000737,AC00030,CREW1733,Cabin Manager,2026-02-06 12:21:08,2026-02-07 00:45:08,DOH,Assigned
CR0000640,FL0001324,AC00041,CREW1648,Cabin Manager,2026-01-26 10:10:10,2026-01-26 13:27:10,AMS,Completed
CR0000641,FL0000183,AC00064,CREW1283,Captain,2026-03-27 11:55:41,2026-03-27 14:11:41,ZRH,Completed
CR0000642,FL0001647,AC00026,CREW1118,Cabin Crew,2026-04-22 03:40:09,2026-04-22 08:43:09,KUL,Completed
CR0000643,FL0000106,AC00027,CREW1458,First Officer,2026-02-25 05:10:11,2026-02-25 09:35:11,DOH,Completed
CR0000644,FL0001379,AC00075,CREW1496,Captain,2026-01-09 21:14:58,2026-01-10 04:22:58,PAT,Standby
CR0000645,FL0001519,AC00058,CREW1453,First Officer,2026-04-17 11:34:13,2026-04-17 14:53:13,LHR,Assigned
CR0000646,FL0001250,AC00064,CREW1139,First Officer,2026-06-26 18:31:16,2026-06-27 04:06:16,NRT,Completed
CR0000647,FL0000634,AC00010,CREW1007,First Officer,2026-01-30 23:41:44,2026-01-31 08:47:44,DOH,Completed
CR0000648,FL0001356,AC00002,CREW1314,Cabin Crew,2026-06-03 00:33:54,2026-06-03 10:23:54,COK,Completed
CR0000649,FL0001023,AC00037,CREW1439,Cabin Crew,2026-01-05 13:34:30,2026-01-06 04:14:30,DEL,Completed
